EmployeeID,FirstName,LastName,Gender,State,City,HireDate,Department,JobTitle,EducationLevel,PerformanceRating,Overtime,BaseSalary,BirthDate,TerminationDate,AdjustedSalary,Age,YearsOfService,IsActive,Email,PhoneNumber
EMP0A75F3B7,Hunter,Shaw,Male,California,San Jose,2022-04-23,Finance,Financial Analyst,Master's Degree,Good,No,70000,1990-06-06,,74000,34,2,TRUE,hunter.shaw@company.com,578-387-5051
EMP4682A107,Richard,Turner,Male,California,Sacramento,2017-02-03,Engineering,Engineering Director,PhD,Good,Yes,152000,1981-04-03,,166000,43,8,TRUE,richard.turner@company.com,241.680.5141x20074
EMP5BEBC3FE,Douglas,Mcintosh,Male,Illinois,Peoria,2019-05-29,Sales,Sales Representative,Bachelor's Degree,Good,Yes,45000,1974-03-06,,47000,51,5,TRUE,douglas.mcintosh@company.com,001-451-856-9933x2769
EMP187FAE3B,James,Guerrero,Male,California,Los Angeles,2019-07-04,Engineering,Software Engineer,Master's Degree,Satisfactory,No,100000,1994-10-13,,105000,30,5,TRUE,james.guerrero@company.com,-4724.00
EMPA5545E48,Christopher,Robinson,Male,New York,Syracuse,2016-10-17,Finance,Financial Analyst,Bachelor's Degree,Good,No,88000,1994-08-05,,91000,30,8,TRUE,christopher.robinson@company.com,001-725-823-9060
EMP7082D814,James,Salinas,Male,Illinois,Springfield,2017-07-31,Marketing,Marketing Specialist,Associate's Degree,Good,No,58000,1986-02-03,,58000,39,7,TRUE,james.salinas@company.com,960.571.2413
EMPAEE5F289,Elizabeth,Walters,Female,New York,Albany,2023-04-26,IT,Systems Administrator,Associate's Degree,Satisfactory,No,72000,1986-06-03,,70000,38,1,TRUE,elizabeth.walters@company.com,+1-649-512-5819x366
EMP1C8668C8,Michael,Sloan,Male,New York,Buffalo,2021-11-05,Finance,Accountant,Bachelor's Degree,Good,No,79000,1999-05-12,,81000,25,3,TRUE,michael.sloan@company.com,(343)765-3145x94568
EMP1D1B32D7,Sean,Wong,Male,Florida,Miami,2018-01-05,Human Resources,HR Manager,Bachelor's Degree,Excellent,No,99000,1983-06-26,,103000,41,7,TRUE,sean.wong@company.com,9899514631.00
EMP8AFE9C7A,Juan,Peters,Male,Pennsylvania,Philadelphia,2021-02-17,Operations,Project Manager,Bachelor's Degree,Good,Yes,100000,1975-03-26,,104000,49,4,TRUE,juan.peters@company.com,(533)302-3042x33388
EMPA647E89D,Andrew,Armstrong,Male,Texas,San Antonio,2021-06-03,Operations,Operations Analyst,Master's Degree,Good,Yes,74000,1978-04-10,,78000,46,3,TRUE,andrew.armstrong@company.com,+1-696-502-5092x70400
EMPCA22CDDD,Kimberly,Arroyo,Female,Ohio,Akron,2018-04-29,IT,Systems Administrator,Associate's Degree,Excellent,No,73000,1993-04-25,,71000,31,6,TRUE,kimberly.arroyo@company.com,001-986-766-8470x72602
EMP846BA36C,Daniel,Figueroa,Male,Pennsylvania,Erie,2023-10-09,Finance,Financial Analyst,Bachelor's Degree,Good,No,84000,1994-09-20,,87000,30,1,TRUE,daniel.figueroa@company.com,289.466.3680x5373
EMP25DC6338,Gregg,Gutierrez,Male,Pennsylvania,Allentown,2024-09-07,Engineering,QA Engineer,Bachelor's Degree,Good,No,81000,1993-04-24,,83000,31,0,TRUE,gregg.gutierrez@company.com,430.697.0199
EMP2120E1A8,Samuel,Thomas,Male,Ohio,Cleveland,2021-03-13,IT,IT Support Specialist,High School,Good,No,53000,1982-12-18,,54000,42,3,TRUE,samuel.thomas@company.com,870.575.1862x109
EMPEB3350E3,Connie,Davenport,Female,Texas,Dallas,2019-03-17,Marketing,Marketing Specialist,Bachelor's Degree,Good,No,63000,1983-12-15,,64000,41,5,TRUE,connie.davenport@company.com,(878)328-1689x6006
EMPEEB6FDF4,Brian,Lambert,Male,Texas,Fort Worth,2020-08-08,Operations,Operations Analyst,Bachelor's Degree,Good,Yes,65000,1979-10-01,,68000,45,4,TRUE,brian.lambert@company.com,(679)804-2528
EMPEB495D05,Samuel,York,Male,Florida,Miami,2022-12-29,Finance,Accountant,Bachelor's Degree,Good,Yes,70000,1992-09-29,,72000,32,2,TRUE,samuel.york@company.com,980-968-1792x24199
EMP5C419634,Wanda,Dunn,Female,Ohio,Columbus,2016-09-07,Marketing,Marketing Specialist,Bachelor's Degree,Good,No,52000,1993-03-03,,52000,32,8,TRUE,wanda.dunn@company.com,2317080834.00
EMP4F6F1DED,Krista,Roberts,Female,Illinois,Springfield,2019-01-27,Human Resources,Recruiter,Bachelor's Degree,Satisfactory,No,62000,1982-01-05,,63000,43,6,TRUE,krista.roberts@company.com,001-844-787-8904x8334
EMPF4217A80,David,Gonzalez,Male,California,San Diego,2022-08-14,Marketing,Marketing Specialist,Bachelor's Degree,Good,No,55000,1992-02-24,,57000,33,2,TRUE,david.gonzalez@company.com,-805.00
EMP6A106C97,John,Rivera,Male,Florida,Tampa,2018-02-19,Marketing,Marketing Specialist,Bachelor's Degree,Good,No,54000,1996-01-30,,56000,29,7,TRUE,john.rivera@company.com,(266)540-5997x43087
EMP227E0284,Megan,Young,Female,Pennsylvania,Pittsburgh,2024-04-20,Marketing,Marketing Specialist,Associate's Degree,Excellent,No,59000,1983-03-11,,58000,41,0,TRUE,megan.young@company.com,282.653.7126x887
EMPF9445FD9,Manuel,Mccullough,Male,Illinois,Naperville,2020-05-03,Marketing,Content Writer,High School,Good,No,52000,1995-03-22,,52000,29,4,TRUE,manuel.mccullough@company.com,355-678-1373
EMP8050C6C4,Katelyn,Murphy,Female,North Carolina,Raleigh,2021-09-14,Marketing,Digital Marketing Manager,Master's Degree,Good,No,91000,1966-03-27,,95000,58,3,TRUE,katelyn.murphy@company.com,(617)656-2479
EMPC3D4D319,Elizabeth,Silva,Female,Michigan,Flint,2016-08-07,Sales,Sales Representative,Associate's Degree,Excellent,No,52000,1974-03-30,,51000,50,8,TRUE,elizabeth.silva@company.com,731.978.2730
EMP6DCD5223,Latasha,Aguirre,Female,Ohio,Columbus,2023-06-16,Finance,Financial Analyst,Bachelor's Degree,Good,No,68000,1977-08-23,,69000,47,1,TRUE,latasha.aguirre@company.com,(762)908-4078x46401
EMP54EB45AB,Christopher,Edwards,Male,Michigan,Grand Rapids,2017-11-02,Engineering,Senior Software Engineer,Bachelor's Degree,Needs Improvement,No,138000,1986-10-03,,142000,38,7,TRUE,christopher.edwards@company.com,746.462.1997x856
EMP2DF84A69,Connie,Singh,Female,Michigan,Ann Arbor,2023-06-19,Finance,Accountant,Bachelor's Degree,Good,No,78000,1994-09-26,,78000,30,1,TRUE,connie.singh@company.com,254-924-5866x72929
EMPECFAAE38,Destiny,Ward,Female,California,San Francisco,2018-09-21,Operations,Operations Manager,Bachelor's Degree,Excellent,No,113000,1966-05-28,,115000,58,6,TRUE,destiny.ward@company.com,(326)779-4060
EMPF62E81BB,Nicholas,Humphrey,Male,North Carolina,Greensboro,2015-06-29,Engineering,Senior Software Engineer,Master's Degree,Good,No,128000,1965-05-12,,137000,59,9,TRUE,nicholas.humphrey@company.com,001-441-538-2738x68833
EMPE2D7B5C6,Jeremy,Hampton,Male,Texas,San Antonio,2021-07-09,Marketing,Marketing Director,Bachelor's Degree,Excellent,No,136000,1970-07-11,,143000,54,3,TRUE,jeremy.hampton@company.com,-3905.00
EMP6D9151C1,Juan,Thompson,Male,Illinois,Springfield,2018-08-24,IT,IT Manager,Master's Degree,Excellent,Yes,111000,1970-08-05,,119000,54,6,TRUE,juan.thompson@company.com,001-966-610-3565
EMP5EF08C71,Bradley,Ramirez,Male,Florida,Jacksonville,2019-11-17,Operations,Operations Manager,Master's Degree,Good,No,121000,1973-10-21,,130000,51,5,TRUE,bradley.ramirez@company.com,+1-980-584-3714x9262
EMP78902D06,Brenda,Ryan,Female,North Carolina,Durham,2017-04-13,Marketing,Marketing Specialist,Associate's Degree,Satisfactory,No,58000,1987-01-06,,56000,38,7,TRUE,brenda.ryan@company.com,+1-850-360-0126x6460
EMPFCFC8410,Morgan,Sims,Female,New York,Albany,2022-10-10,Marketing,Digital Marketing Manager,Bachelor's Degree,Satisfactory,No,98000,1992-01-29,,98000,33,2,TRUE,morgan.sims@company.com,790-691-0091x6659
EMP83BC5404,Bernard,Smith,Male,North Carolina,Greensboro,2020-07-15,Sales,Sales Representative,High School,Good,No,62000,1988-07-26,,62000,36,4,TRUE,bernard.smith@company.com,243-700-1784x62742
EMP0AB8E2E9,Lynn,Hess,Female,Texas,Austin,2024-08-12,Sales,Sales Representative,Bachelor's Degree,Excellent,No,46000,1995-03-24,,46000,29,0,TRUE,lynn.hess@company.com,(925)589-8730
EMP40E46090,Jennifer,Lawrence,Female,New York,Rochester,2022-12-18,Sales,Sales Manager,Bachelor's Degree,Good,No,77000,1967-12-06,,78000,57,2,TRUE,jennifer.lawrence@company.com,(916)265-6910
EMP49FFEEAA,Amanda,Green,Female,Florida,Orlando,2019-12-14,Sales,Sales Director,Bachelor's Degree,Good,No,100000,1973-02-05,,102000,52,5,TRUE,amanda.green@company.com,+1-286-811-7134x0250
EMP85379DAA,Yvonne,Kennedy,Female,Pennsylvania,Harrisburg,2019-10-29,Finance,Financial Analyst,Bachelor's Degree,Excellent,No,89000,1980-06-25,,90000,44,5,TRUE,yvonne.kennedy@company.com,422-876-4349x465
EMPB9DBE0A7,Brittany,Long,Female,Ohio,Akron,2020-12-12,Finance,Controller,Bachelor's Degree,Good,No,130000,1997-02-01,,130000,28,4,TRUE,brittany.long@company.com,+1-750-753-4774x11602
EMP8F7FC9EC,Patricia,Quinn,Female,Pennsylvania,Pittsburgh,2024-04-23,Marketing,Content Writer,Associate's Degree,Needs Improvement,No,64000,1996-12-20,,62000,28,0,TRUE,patricia.quinn@company.com,788.475.5987
EMP99F1152E,Cesar,Mason,Male,North Carolina,Winston-Salem,2023-02-05,Marketing,Content Writer,Bachelor's Degree,Good,No,59000,1978-08-05,,61000,46,2,TRUE,cesar.mason@company.com,2413552823.00
EMP3F4DD8CF,Jennifer,Shaw,Female,Illinois,Rockford,2024-09-14,Finance,Finance Manager,Master's Degree,Excellent,No,125000,1987-04-11,,127000,37,0,TRUE,jennifer.shaw@company.com,(543)403-2977x4443
EMP14714579,David,Maynard,Male,Michigan,Lansing,2021-08-27,Engineering,Engineering Manager,Master's Degree,Good,No,148000,1968-01-31,,159000,57,3,TRUE,david.maynard@company.com,001-645-978-6740
EMP2212EFF2,Michael,Todd,Male,Georgia,Atlanta,2018-02-24,Finance,Accountant,Bachelor's Degree,Needs Improvement,No,65000,1990-12-03,,67000,34,7,TRUE,michael.todd@company.com,224.864.9728x341
EMP43F59E3A,Jeremy,White,Male,Georgia,Savannah,2019-08-08,Engineering,Software Engineer,Master's Degree,Good,No,81000,1992-05-16,,85000,32,5,TRUE,jeremy.white@company.com,410.509.9784x429
EMP2BFD4FEE,Matthew,Faulkner,Male,Michigan,Grand Rapids,2020-10-12,Marketing,Marketing Specialist,Bachelor's Degree,Excellent,Yes,53000,1985-06-18,,55000,39,4,TRUE,matthew.faulkner@company.com,764-721-2826
EMP40580E7A,Nicholas,Crosby,Male,Ohio,Columbus,2019-01-16,Finance,Finance Manager,Master's Degree,Needs Improvement,No,122000,1964-01-24,,131000,61,6,TRUE,nicholas.crosby@company.com,+1-370-724-8910x557
EMP83978B40,Daniel,Freeman,Male,Ohio,Toledo,2023-01-25,Engineering,Engineering Director,Master's Degree,Satisfactory,Yes,154000,1987-03-11,,162000,37,2,TRUE,daniel.freeman@company.com,001-684-234-5651x23434
EMPF66A4F9A,Deborah,Young,Female,New York,Buffalo,2023-09-17,Engineering,Software Engineer,Bachelor's Degree,Excellent,Yes,91000,1980-11-24,2024-06-03,92000,44,0,FALSE,deborah.young@company.com,001-670-580-6313x959
EMPED6C5B42,Kelly,Moody,Female,California,Los Angeles,2021-05-31,Sales,Account Executive,Master's Degree,Excellent,No,77000,1997-02-23,,78000,28,3,TRUE,kelly.moody@company.com,378-345-9073x12821
EMP4F91B132,Julie,Gibson,Female,Michigan,Lansing,2022-01-19,Sales,Sales Manager,Bachelor's Degree,Satisfactory,No,78000,1976-11-12,,79000,48,3,TRUE,julie.gibson@company.com,(664)921-8154
EMPF4111122,Amanda,Wong,Female,North Carolina,Greensboro,2023-02-10,IT,IT Manager,Bachelor's Degree,Excellent,No,111000,1991-12-28,,111000,33,2,TRUE,amanda.wong@company.com,-8095.00
EMPED4E6F97,Michael,Boyd,Male,Texas,Fort Worth,2022-11-19,Operations,Operations Analyst,Master's Degree,Needs Improvement,No,64000,1993-11-14,,67000,31,2,TRUE,michael.boyd@company.com,409.650.6263x276
EMPA97C7FC4,Donald,Harmon,Male,Ohio,Cleveland,2021-08-13,IT,Systems Administrator,Associate's Degree,Good,No,83000,1991-09-05,,83000,33,3,TRUE,donald.harmon@company.com,001-632-965-7207x980
EMPC641060D,Kimberly,Thompson,Female,Texas,San Antonio,2022-09-11,Marketing,Content Writer,Bachelor's Degree,Good,No,65000,1993-07-28,,65000,31,2,TRUE,kimberly.thompson@company.com,9787937987.00
EMP3D35D2A4,James,Matthews,Male,Illinois,Peoria,2015-12-15,Sales,Sales Representative,Bachelor's Degree,Good,No,57000,1990-06-20,,59000,34,9,TRUE,james.matthews@company.com,(339)699-6369
EMPB1F4DAA6,Russell,Black,Male,Texas,Houston,2016-05-26,Operations,Operations Analyst,Bachelor's Degree,Good,No,64000,1977-12-16,,67000,47,8,TRUE,russell.black@company.com,(444)819-8385x792
EMPE96ACC98,Valerie,Walker,Female,Ohio,Cleveland,2019-06-07,Operations,Director of Operations,Bachelor's Degree,Satisfactory,No,159000,1974-12-22,,160000,50,5,TRUE,valerie.walker@company.com,(790)416-5159
EMP2FC9F502,Harry,Parrish,Male,Illinois,Naperville,2024-07-08,Marketing,Marketing Specialist,Associate's Degree,Good,No,69000,1980-06-10,,70000,44,0,TRUE,harry.parrish@company.com,547.387.1553x3317
EMP9FE5180A,Rebecca,Eaton,Female,New York,Buffalo,2020-01-03,Sales,Sales Representative,High School,Good,No,48000,1983-05-13,,47000,41,5,TRUE,rebecca.eaton@company.com,+1-434-375-6196x17650
EMPA05C3F0E,Jonathan,Taylor,Male,Texas,Fort Worth,2020-03-05,Finance,Finance Manager,Bachelor's Degree,Needs Improvement,No,129000,1981-12-31,2022-03-31,134000,43,2,FALSE,jonathan.taylor@company.com,7009278649.00
EMPB763C9DF,Angela,Schneider,Female,New York,Buffalo,2021-03-24,Engineering,Software Engineer,Master's Degree,Excellent,No,94000,1983-08-29,,97000,41,3,TRUE,angela.schneider@company.com,8055125380.00
EMP84F4DB6B,Chris,Moore,Male,Ohio,Akron,2017-08-22,Engineering,Software Engineer,Master's Degree,Satisfactory,Yes,86000,1975-04-30,,91000,49,7,TRUE,chris.moore@company.com,490-953-7693
EMP44A8B203,Michelle,Wilson,Female,North Carolina,Durham,2021-03-31,Marketing,Content Writer,Associate's Degree,Satisfactory,Yes,56000,1981-07-10,,55000,43,3,TRUE,michelle.wilson@company.com,+1-592-374-6226x8975
EMP08B75444,Jennifer,Rivera,Female,Ohio,Columbus,2018-02-14,Engineering,Software Engineer,Master's Degree,Good,No,101000,1973-11-05,,105000,51,7,TRUE,jennifer.rivera@company.com,952-743-8720
EMP0B82A0B1,John,Mendoza,Male,Florida,Tampa,2019-03-23,Engineering,Engineering Manager,Master's Degree,Good,No,138000,1988-09-26,,145000,36,5,TRUE,john.mendoza@company.com,893.614.4494x199
EMP381BFD04,Leslie,Holland,Female,New York,New York City,2024-06-08,Sales,Sales Representative,Bachelor's Degree,Satisfactory,Yes,63000,1991-04-07,,63000,33,0,TRUE,leslie.holland@company.com,796-924-3840x92771
EMP9E633E58,Alex,Williams,Male,New York,Albany,2023-08-11,Human Resources,Recruiter,Associate's Degree,Good,Yes,60000,1994-07-21,,60000,30,1,TRUE,alex.williams@company.com,468.750.7051
EMP758DC1BF,Kevin,Taylor,Male,Texas,Austin,2021-07-19,Marketing,Digital Marketing Manager,Master's Degree,Needs Improvement,No,102000,1968-12-27,,109000,56,3,TRUE,kevin.taylor@company.com,210-931-8672
EMP14C5F6FA,Andrew,Armstrong,Male,Texas,Fort Worth,2016-01-22,Operations,Director of Operations,Master's Degree,Good,No,154000,1961-11-16,2023-03-06,165000,63,7,FALSE,andrew.armstrong@company.com,(991)844-5661x966
EMPC478F1D7,David,White,Male,Pennsylvania,Pittsburgh,2018-06-07,Human Resources,HR Specialist,Bachelor's Degree,Satisfactory,Yes,55000,1995-08-26,,57000,29,6,TRUE,david.white@company.com,2154043401.00
EMPEA450C22,Linda,Elliott,Female,Ohio,Cleveland,2022-01-08,Engineering,Software Engineer,Bachelor's Degree,Good,No,99000,1995-04-20,,99000,29,3,TRUE,linda.elliott@company.com,(455)976-4756x6573
EMP0E28C96B,Sherry,Luna,Female,Illinois,Naperville,2021-11-15,Operations,Project Manager,Master's Degree,Satisfactory,Yes,102000,1976-12-31,,105000,48,3,TRUE,sherry.luna@company.com,541.205.0685x9023
EMPD703FEF2,Drew,Miller,Male,Illinois,Chicago,2017-06-24,Finance,Accountant,Bachelor's Degree,Needs Improvement,No,62000,1975-06-19,,64000,49,7,TRUE,drew.miller@company.com,+1-546-921-4706x165
EMPF081A8FF,Lisa,Ruiz,Female,New York,Albany,2022-07-07,Engineering,QA Engineer,Bachelor's Degree,Satisfactory,No,70000,1986-08-02,,70000,38,2,TRUE,lisa.ruiz@company.com,905.334.2890
EMPDBA3C487,Christopher,Greer,Male,Georgia,Macon,2021-08-22,Engineering,Software Engineer,Master's Degree,Needs Improvement,No,117000,1983-03-29,,124000,41,3,TRUE,christopher.greer@company.com,+1-262-893-0961x5071
EMP0499B0B0,Charles,Aguilar,Male,Ohio,Cleveland,2023-10-26,Finance,Accountant,Bachelor's Degree,Satisfactory,Yes,84000,1985-04-25,,87000,39,1,TRUE,charles.aguilar@company.com,(316)390-3670x5904
EMP91405EB5,Christopher,Keller,Male,New York,Buffalo,2021-04-13,Human Resources,HR Manager,Master's Degree,Satisfactory,Yes,109000,1983-10-05,,116000,41,3,TRUE,christopher.keller@company.com,997.279.6319x946
EMPF89E90FE,Carol,Jennings,Female,North Carolina,Winston-Salem,2016-12-24,Operations,Operations Analyst,Bachelor's Degree,Satisfactory,No,80000,1980-05-03,,81000,44,8,TRUE,carol.jennings@company.com,001-396-408-7496
EMP633E3B8B,Jody,Garza,Female,Ohio,Toledo,2020-03-30,Operations,Operations Manager,Bachelor's Degree,Satisfactory,No,102000,1978-05-14,,103000,46,4,TRUE,jody.garza@company.com,(698)930-8788
EMP059733BE,Jamie,Anderson,Female,Illinois,Chicago,2020-01-07,Engineering,Senior Software Engineer,Bachelor's Degree,Satisfactory,No,113000,1972-07-31,2022-03-20,115000,52,2,FALSE,jamie.anderson@company.com,898.888.2437x596
EMPBB8D3A72,Joseph,Blankenship,Male,Illinois,Springfield,2023-09-23,Sales,Sales Representative,Associate's Degree,Excellent,Yes,47000,1994-11-29,2024-08-31,47000,30,0,FALSE,joseph.blankenship@company.com,(974)382-3009
EMP5D0FD984,Samantha,Jacobs,Female,Illinois,Springfield,2015-03-10,Operations,Operations Analyst,Bachelor's Degree,Good,No,76000,1991-11-13,,76000,33,9,TRUE,samantha.jacobs@company.com,347-759-5013x36721
EMPD92060CB,Karen,Mendez,Female,Michigan,Flint,2023-01-16,Marketing,Marketing Director,Master's Degree,Good,No,137000,1962-05-29,2023-12-14,142000,62,0,FALSE,karen.mendez@company.com,(378)514-0828x2464
EMP83BE199B,Joseph,Goodwin,Male,Pennsylvania,Philadelphia,2022-02-06,IT,IT Support Specialist,Bachelor's Degree,Good,Yes,50000,1988-09-23,,52000,36,3,TRUE,joseph.goodwin@company.com,816.550.9423x159
EMPC6626DC0,Karen,Anderson,Female,North Carolina,Raleigh,2015-08-23,Marketing,Digital Marketing Manager,Master's Degree,Good,Yes,103000,1962-03-07,,107000,63,9,TRUE,karen.anderson@company.com,281.231.9151x8136
EMP3A4E6836,Joshua,Smith,Male,Texas,Dallas,2019-10-28,Engineering,Software Engineer,Master's Degree,Excellent,No,116000,1981-09-16,,123000,43,5,TRUE,joshua.smith@company.com,379-704-6449x405
EMP85274D03,Meghan,Reynolds,Female,New York,New York City,2021-06-13,Marketing,Marketing Specialist,Associate's Degree,Satisfactory,Yes,60000,1998-01-22,,58000,27,3,TRUE,meghan.reynolds@company.com,393-394-2789
EMP47297B72,Jacob,Williams,Male,Georgia,Atlanta,2018-07-25,Sales,Sales Manager,Bachelor's Degree,Good,No,94000,1981-04-15,,98000,43,6,TRUE,jacob.williams@company.com,+1-326-689-0098x606
EMP94565654,Jeffrey,Mays,Male,New York,Buffalo,2019-07-07,Marketing,Digital Marketing Manager,Master's Degree,Needs Improvement,No,93000,1985-01-23,,98000,40,5,TRUE,jeffrey.mays@company.com,216-866-1177x2942
EMPCDEE9D4A,Rachel,James,Female,Michigan,Lansing,2023-08-17,Operations,Project Manager,Bachelor's Degree,Satisfactory,Yes,107000,1968-09-15,,109000,56,1,TRUE,rachel.james@company.com,908.905.8582x4049
EMP544C7380,Robert,Velez,Male,Florida,Tallahassee,2019-11-22,Engineering,Software Engineer,Bachelor's Degree,Satisfactory,Yes,118000,1979-01-15,,123000,46,5,TRUE,robert.velez@company.com,001-795-372-4003x031
EMP4EC57DA3,Melissa,Davis,Female,Texas,Houston,2016-02-21,Finance,Financial Analyst,Bachelor's Degree,Excellent,No,84000,1984-05-24,,84000,40,9,TRUE,melissa.davis@company.com,001-686-917-5989x6224
EMP78A2D03C,David,Cannon,Male,Texas,San Antonio,2022-12-20,Sales,VP of Sales,Master's Degree,Good,No,158000,1982-08-01,,168000,42,2,TRUE,david.cannon@company.com,(241)394-9583x25199
EMP3845E84C,Shannon,Campbell,Female,Illinois,Rockford,2017-12-07,Finance,Financial Analyst,Master's Degree,Satisfactory,Yes,74000,1993-09-13,,75000,31,7,TRUE,shannon.campbell@company.com,9269334922.00
EMPC7EC7DE6,Kimberly,Scott,Female,Georgia,Augusta,2019-01-03,Operations,Operations Manager,Master's Degree,Good,Yes,129000,1964-06-04,,134000,60,6,TRUE,kimberly.scott@company.com,001-770-785-9426x823
EMP37598AD9,Michael,Clarke,Male,New York,New York City,2024-08-12,Marketing,Marketing Director,Bachelor's Degree,Needs Improvement,No,121000,1980-01-31,,126000,45,0,TRUE,michael.clarke@company.com,734-748-2138x011
EMP74FF66B1,Joseph,Meyer,Male,Michigan,Grand Rapids,2022-05-26,Engineering,Senior Software Engineer,Master's Degree,Satisfactory,Yes,125000,1974-12-29,,133000,50,2,TRUE,joseph.meyer@company.com,469.541.5139x8553
EMP5D4DEB99,Matthew,Watts,Male,Ohio,Akron,2023-05-03,Operations,COO,PhD,Good,Yes,193000,1967-04-26,,213000,57,1,TRUE,matthew.watts@company.com,450.583.9731x7525
EMP0493940F,Jennifer,Rodriguez,Female,California,San Francisco,2022-06-15,Engineering,Senior Software Engineer,PhD,Satisfactory,No,143000,1994-04-04,,150000,30,2,TRUE,jennifer.rodriguez@company.com,(943)842-1395
EMPB838FE63,Marisa,King,Female,Illinois,Naperville,2019-11-29,Sales,Sales Representative,Bachelor's Degree,Good,Yes,56000,1995-08-13,,56000,29,5,TRUE,marisa.king@company.com,762-280-7335x00645
EMP3C19266B,Kimberly,Cunningham,Female,Georgia,Atlanta,2020-08-25,Sales,Sales Manager,Master's Degree,Good,No,82000,1969-12-08,,85000,55,4,TRUE,kimberly.cunningham@company.com,782-994-0782x8625
EMP6505D35A,Donald,Becker,Male,Georgia,Atlanta,2022-10-21,Sales,Sales Manager,Bachelor's Degree,Good,No,75000,1989-04-09,,77000,35,2,TRUE,donald.becker@company.com,001-229-237-0625x8736
EMP82037952,Christina,Arnold,Female,Florida,Jacksonville,2021-08-05,Marketing,Marketing Specialist,Associate's Degree,Good,Yes,51000,1988-10-08,,49000,36,3,TRUE,christina.arnold@company.com,(258)322-6231x675
EMP53927106,John,Wood,Male,Georgia,Atlanta,2022-08-04,Marketing,Marketing Specialist,Associate's Degree,Good,Yes,59000,1983-05-27,,60000,41,2,TRUE,john.wood@company.com,653-927-0341
EMPBD196C1A,John,Hinton,Male,New York,Buffalo,2019-08-13,Human Resources,Recruiter,Associate's Degree,Good,No,66000,1978-02-10,2024-05-13,67000,47,4,FALSE,john.hinton@company.com,956.288.6371x3799
EMP6258DBD8,Raymond,Sanders,Male,Pennsylvania,Allentown,2023-02-23,Sales,Sales Manager,Master's Degree,Excellent,No,75000,1987-02-21,,79000,38,2,TRUE,raymond.sanders@company.com,805.738.2898x12239
EMPA11EBAFA,Scott,Hopkins,Male,Ohio,Cincinnati,2019-10-18,Sales,Sales Director,Master's Degree,Satisfactory,No,119000,1982-08-16,2022-03-31,126000,42,2,FALSE,scott.hopkins@company.com,453.476.4451x256
EMP083D0F17,Jeremy,Lyons,Male,Ohio,Columbus,2021-03-04,Human Resources,HR Specialist,Associate's Degree,Excellent,No,67000,1984-08-11,,67000,40,3,TRUE,jeremy.lyons@company.com,(808)334-6442
EMP28C5D616,Ariel,Romero,Female,Illinois,Springfield,2016-11-01,Marketing,Marketing Specialist,Bachelor's Degree,Excellent,Yes,52000,1981-05-19,,52000,43,8,TRUE,ariel.romero@company.com,580.671.8606
EMPB091D1A7,George,Pierce,Male,Illinois,Springfield,2024-09-27,IT,IT Support Specialist,Associate's Degree,Satisfactory,No,57000,1989-02-02,,57000,36,0,TRUE,george.pierce@company.com,810-268-3829x21629
EMP7BD5A4CF,Michael,Williams,Male,New York,Syracuse,2020-05-31,Operations,Operations Analyst,Master's Degree,Good,No,83000,1979-11-24,,88000,45,4,TRUE,michael.williams@company.com,827-785-7103x6305
EMP461BD547,Vincent,Smith,Male,North Carolina,Winston-Salem,2020-02-05,Sales,Sales Manager,Bachelor's Degree,Good,No,72000,1968-04-27,,76000,56,5,TRUE,vincent.smith@company.com,+1-462-250-9694x1235
EMP8ADF1BED,Rodney,Ruiz,Male,Pennsylvania,Harrisburg,2023-08-22,Operations,Project Manager,Bachelor's Degree,Good,Yes,85000,1979-06-19,,88000,45,1,TRUE,rodney.ruiz@company.com,+1-488-586-0811x07149
EMPD9FF2AB3,Jessica,Brown,Female,Pennsylvania,Philadelphia,2019-03-28,Sales,Sales Representative,Associate's Degree,Satisfactory,No,53000,1981-04-05,,52000,43,5,TRUE,jessica.brown@company.com,001-660-636-8085x884
EMPC7D75623,Jacqueline,Lynch,Female,New York,Syracuse,2021-10-09,Sales,Sales Representative,Associate's Degree,Excellent,Yes,64000,1996-09-27,,62000,28,3,TRUE,jacqueline.lynch@company.com,872.513.2677
EMPD5E911C7,James,Joyce,Male,Florida,Jacksonville,2019-08-27,Operations,Operations Analyst,Bachelor's Degree,Good,No,75000,1991-03-09,,77000,33,5,TRUE,james.joyce@company.com,-9264.00
EMP1B9CDD6E,Matthew,Mitchell,Male,Florida,Tallahassee,2019-08-21,Sales,Account Executive,Bachelor's Degree,Good,No,67000,1986-08-21,,69000,38,5,TRUE,matthew.mitchell@company.com,4973975684.00
EMP63FA0D1D,Anthony,Ayala,Male,Illinois,Rockford,2019-03-10,Engineering,Software Engineer,Bachelor's Degree,Excellent,No,108000,1976-07-30,,112000,48,5,TRUE,anthony.ayala@company.com,-9465.00
EMP9966A5B9,Margaret,Gonzales,Female,Pennsylvania,Harrisburg,2022-03-20,Sales,Sales Manager,Master's Degree,Satisfactory,No,83000,1967-10-14,,86000,57,2,TRUE,margaret.gonzales@company.com,001-531-212-6597x460
EMP22665B86,Sarah,Galvan,Female,New York,Syracuse,2018-07-21,Human Resources,Recruiter,Associate's Degree,Needs Improvement,Yes,62000,1978-09-30,,61000,46,6,TRUE,sarah.galvan@company.com,(231)621-7817
